D0CP36_RUELI	Glycosyl hydrolase 1
M4W6Q6_9PROT	Glycosyl hydrolase 1
Q51723_9EURY	Glycosyl hydrolase 1
O08324_9EURY	Glycosyl hydrolase 1
A0A075HLG3_9ARCH	Glycosyl hydrolase 1
A0A0A7RBQ4_9EURY	Glycosyl hydrolase 1
R1FT37_9ARCH	Glycosyl hydrolase 1
H6Q9A0_PYROT	Glycosyl hydrolase 1
C6A200_THESM	Glycosyl hydrolase 1
E7FHY4_PYRFU	Glycosyl hydrolase 1
Q9HIL6_THEAC	Glycosyl hydrolase 1
M5C1D8_THACB	Glycosyl hydrolase 1
Q8X214_TALEM	Glycosyl hydrolase 1
M5C6H3_THACB	Glycosyl hydrolase 1
M5BYZ4_THACB	Glycosyl hydrolase 1
M5C0E3_THACB	Glycosyl hydrolase 1
A0A0B7FP38_THACB	Glycosyl hydrolase 1
M1NQJ6_FUSOX	Glycosyl hydrolase 1
B8P2C6_POSPM	Glycosyl hydrolase 1
A2QID8_ASPNC	Glycosyl hydrolase 1
A2QGL6_ASPNC	Glycosyl hydrolase 1
A0A084G332_9PEZI	Glycosyl hydrolase 1
Q12601_9ASCO	Glycosyl hydrolase 1
Q4WBS7_ASPFU	Glycosyl hydrolase 1
L7RVW5_9EURO	Glycosyl hydrolase 1
Q870B6_PIRSE	Glycosyl hydrolase 1
Q9C122_PIRSE	Glycosyl hydrolase 1
Q870B5_PIRSE	Glycosyl hydrolase 1
H8XVY6_9EURO	Glycosyl hydrolase 1
A0A0D3RLY6_RHIST	Glycosyl hydrolase 1
A0A076JRL8_HUMIN	Glycosyl hydrolase 1
B8M2Y0_TALSN	Glycosyl hydrolase 1
Q9UUQ3_ORPSP	Glycosyl hydrolase 1
K4K173_PENFN	Glycosyl hydrolase 1
L7T8J0_9EURO	Glycosyl hydrolase 1
Q2UL94_ASPOR	Glycosyl hydrolase 1
B7Z536_HUMAN	Glycosyl hydrolase 1
D0VYR5_9NEOP	Glycosyl hydrolase 1
A0A060NTE4_CRYPU	Glycosyl hydrolase 1
H9CGR5_9NEOP	Glycosyl hydrolase 1
A0A0E3URF5_ADIRI	Glycosyl hydrolase 1
E0VJB5_PEDHC	Glycosyl hydrolase 1
A0A060NUP4_PANAG	Glycosyl hydrolase 1
A0A060P1M7_9NEOP	Glycosyl hydrolase 1
A0A060NZS1_9NEOP	Glycosyl hydrolase 1
Q86D78_BOMMO	Glycosyl hydrolase 1
Q8T0W7_9NEOP	Glycosyl hydrolase 1
D5KQK3_9NEOP	Glycosyl hydrolase 1
Q9GSE6_TENMO	Glycosyl hydrolase 1
A0A060NR41_ZOONE	Glycosyl hydrolase 1
A0A060NUN8_ZOONE	Glycosyl hydrolase 1
A0A059WHP2_PERAM	Glycosyl hydrolase 1
O61594_SPOFR	Glycosyl hydrolase 1
D0VYR6_9NEOP	Glycosyl hydrolase 1
D0VYR9_9NEOP	Glycosyl hydrolase 1
D0VYS0_9NEOP	Glycosyl hydrolase 1
D0VYR8_9NEOP	Glycosyl hydrolase 1
D0VYS1_9NEOP	Glycosyl hydrolase 1
A0A060NZS6_9NEOP	Glycosyl hydrolase 1
A0A060P1N1_9NEOP	Glycosyl hydrolase 1
H9ZGE0_PRUDU	Glycosyl hydrolase 1
Q53WW9_MAIZE	Glycosyl hydrolase 1
K7W2F0_MAIZE	Glycosyl hydrolase 1
B8A1R1_MAIZE	Glycosyl hydrolase 1
E6NU37_JATCU	Glycosyl hydrolase 1
B5M9E4_SOLLC	Glycosyl hydrolase 1
A0A077S2F2_WHEAT	Glycosyl hydrolase 1
A8TVR1_MEDTR	Glycosyl hydrolase 1
G7IX47_MEDTR	Glycosyl hydrolase 1
V4UC97_9ROSI	Glycosyl hydrolase 1
A0A0A7HJS7_SECED	Glycosyl hydrolase 1
I3SYX2_MEDTR	Glycosyl hydrolase 1
J3L6Q8_ORYBR	Glycosyl hydrolase 1
U5KJR1_LOTJA	Glycosyl hydrolase 1
T1NU52_TRIUA	Glycosyl hydrolase 1
A0A0D9V904_9ORYZ	Glycosyl hydrolase 1
A0A0D9YIM6_9ORYZ	Glycosyl hydrolase 1
D8LQW6_ECTSI	Glycosyl hydrolase 1
D7FRA3_ECTSI	Glycosyl hydrolase 1
D8LGS1_ECTSI	Glycosyl hydrolase 1
M4F2P8_BRARP	Glycosyl hydrolase 1
B9RXP7_RICCO	Glycosyl hydrolase 1
B9SAQ2_RICCO	Glycosyl hydrolase 1
B9REG8_RICCO	Glycosyl hydrolase 1
B9SAQ5_RICCO	Glycosyl hydrolase 1
B9T4F7_RICCO	Glycosyl hydrolase 1
B9SY45_RICCO	Glycosyl hydrolase 1
B9SAQ4_RICCO	Glycosyl hydrolase 1
B9SAQ6_RICCO	Glycosyl hydrolase 1
B9RAJ3_RICCO	Glycosyl hydrolase 1
B9REH3_RICCO	Glycosyl hydrolase 1
B9SAQ1_RICCO	Glycosyl hydrolase 1
B9REH5_RICCO	Glycosyl hydrolase 1
B9RAJ2_RICCO	Glycosyl hydrolase 1
B9SAQ3_RICCO	Glycosyl hydrolase 1
B9S3R9_RICCO	Glycosyl hydrolase 1
B9TA98_RICCO	Glycosyl hydrolase 1
B9RWJ7_RICCO	Glycosyl hydrolase 1
B9S3R8_RICCO	Glycosyl hydrolase 1
B9REF8_RICCO	Glycosyl hydrolase 1
100
